"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"358",358,120,"4",44,4224,"1","0","3","3","0","4","0","10","2","2","4","2",5,5,1976,1976,"1","1","5","5","2",0,"3","4","2","3","4","4","0",874,"6",0,268,1142,"1","4","1","4",1142,0,0,1142,1,0,1,1,3,1,"3",6,"6",1,"4","1",1976,"1",2,528,"5","5","2",536,90,0,0,0,0,"0","3","0",0,8,2007,"8","4",134000
"359",359,80,"3",92,6930,"1","0","0","3","0","4","0","4","2","2","0","7",5,4,1958,1958,"3","1","13","7","1",120,"3","4","1","4","4","0","1",300,"5",294,468,1062,"1","0","1","1",1352,0,0,1352,0,1,1,0,3,1,"2",6,"3",0,"0","3",1958,"3",1,288,"5","5","2",168,0,294,0,0,0,"0","0","0",0,7,2006,"8","0",130000
"360",360,60,"3",78,12011,"1","0","0","3","0","1","0","13","2","2","0","5",8,5,1998,1998,"1","1","12","13","1",530,"2","4","2","3","4","0","3",956,"6",0,130,1086,"1","0","1","4",1086,838,0,1924,1,0,2,1,3,1,"2",7,"6",1,"5","1",1998,"2",2,592,"5","5","2",208,75,0,0,374,0,"0","0","0",0,6,2006,"8","4",280000
"363",363,85,"3",64,7301,"1","0","3","3","0","0","0","7","2","2","0","6",7,5,2003,2003,"1","1","6","6","1",500,"2","4","3","0","0","1","2",0,"2",0,0,0,"1","0","1","4",495,1427,0,1922,0,0,3,0,4,1,"2",7,"6",1,"1","3",2003,"2",2,672,"5","5","2",0,0,177,0,0,0,"0","0","0",0,7,2009,"2","4",198500
"364",364,160,"4",21,1680,"1","0","3","3","0","4","0","2","2","2","3","5",6,8,1972,2007,"1","1","6","6","1",510,"3","4","1","4","4","4","0",162,"6",0,321,483,"1","2","1","4",483,504,0,987,0,0,1,1,2,1,"2",5,"6",0,"0","5",1972,"3",1,264,"5","5","2",250,0,0,0,0,0,"0","0","0",0,5,2009,"8","4",118000
"366",366,70,"4",59,10690,"1","0","3","3","0","4","0","9","2","2","0","5",5,7,1920,1997,"3","1","12","13","2",0,"3","2","1","4","1","4","5",456,"6",0,216,672,"1","2","1","0",672,672,0,1344,0,0,1,0,3,1,"3",6,"6",0,"0","5",1964,"3",1,468,"5","2","2",0,128,218,0,0,0,"0","0","0",0,7,2009,"8","4",147000
"368",368,80,"3",101,9150,"1","0","0","3","0","0","0","12","2","2","0","7",6,5,1962,1962,"1","5","9","10","1",305,"3","4","1","3","4","2","3",371,"6",0,728,1099,"1","2","1","4",1431,0,0,1431,0,1,1,0,3,1,"3",6,"6",1,"3","2",1962,"2",1,296,"5","5","2",64,110,0,0,0,0,"0","0","0",0,12,2008,"8","4",165000
"369",369,20,"3",78,7800,"1","0","3","3","0","4","0","12","2","2","0","2",5,6,1954,1954,"1","1","6","6","1",200,"3","4","2","4","4","4","4",540,"6",0,728,1268,"1","2","1","4",1268,0,0,1268,0,0,1,0,2,1,"3",7,"6",1,"3","1",1954,"1",1,244,"5","5","2",0,98,0,0,0,0,"0","0","0",0,3,2010,"8","4",132000
"372",372,50,"3",80,17120,"1","0","3","3","0","4","0","4","1","2","0","0",4,4,1959,1959,"1","1","14","10","2",0,"3","4","1","0","0","1","2",0,"2",0,0,0,"1","4","1","4",1120,468,0,1588,0,0,2,0,4,1,"3",7,"3",1,"3","5",1991,"1",2,680,"5","5","0",0,59,0,0,0,0,"0","0","0",0,7,2008,"8","4",134432
"373",373,120,"3",50,7175,"1","0","3","3","0","4","0","19","2","2","4","2",6,5,1984,1984,"1","1","9","10","2",0,"3","4","1","3","4","4","0",623,"4",121,0,744,"1","4","1","4",752,0,0,752,1,0,1,0,2,1,"3",4,"6",0,"0","1",1984,"3",1,264,"5","5","2",353,0,0,0,90,0,"0","3","0",0,2,2010,"8","4",125000
"374",374,20,"3",79,10634,"1","0","3","3","0","4","0","12","2","2","0","2",5,6,1953,1953,"1","1","8","8","2",0,"3","4","2","4","4","4","1",428,"4",180,0,608,"1","4","1","4",1319,0,0,1319,1,0,1,0,3,1,"3",5,"3",0,"0","1",1953,"3",1,270,"5","5","2",66,0,0,0,0,0,"0","2","0",0,11,2009,"8","4",123000
"375",375,60,"3",65,8200,"1","0","3","3","0","4","0","5","2","2","0","5",7,5,2003,2004,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,847,847,"1","0","1","4",847,1081,0,1928,0,0,2,1,4,1,"2",8,"6",1,"3","3",2003,"1",2,434,"5","5","2",100,48,0,0,0,0,"0","0","0",0,7,2007,"8","4",219500
"377",377,85,"3",57,8846,"1","0","0","3","0","1","0","5","2","2","0","6",5,5,1996,1996,"1","1","12","13","2",0,"2","4","2","3","4","0","3",298,"6",0,572,870,"1","0","1","4",914,0,0,914,0,0,1,0,2,1,"3",5,"6",0,"0","5",1998,"3",2,576,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2006,"8","4",148000
"378",378,60,"1",102,11143,"1","0","0","3","0","0","0","20","2","2","0","5",8,5,2004,2005,"1","1","5","5","2",0,"2","4","2","3","4","4","6",0,"6",0,1580,1580,"1","0","1","4",1580,886,0,2466,0,0,3,0,4,1,"2",8,"6",1,"3","1",2004,"2",2,610,"5","5","2",159,214,0,0,0,0,"0","0","0",0,12,2007,"8","4",340000
"379",379,20,"3",88,11394,"1","0","3","3","0","0","0","21","2","2","0","2",9,2,2010,2010,"3","1","12","13","3",350,"2","4","2","1","4","0","3",1445,"6",0,411,1856,"1","0","1","4",1856,0,0,1856,1,0,1,1,1,1,"0",8,"6",1,"1","1",2010,"1",3,834,"5","5","2",113,0,0,0,0,0,"0","0","0",0,6,2010,"6","5",394432
"380",380,60,"3",60,8123,"1","0","0","3","0","4","0","8","6","2","0","5",6,5,2000,2000,"1","1","12","13","1",16,"3","4","2","3","4","4","6",0,"6",0,982,982,"1","0","1","4",1007,793,0,1800,0,0,2,1,3,1,"3",7,"6",1,"5","1",2000,"1",2,463,"5","5","2",100,63,0,0,0,0,"0","0","0",0,6,2009,"8","4",179000
"381",381,50,"3",50,5000,"1","2","3","3","0","4","0","22","2","2","0","0",5,6,1924,1950,"1","1","3","14","2",0,"3","4","0","4","4","4","4",218,"6",0,808,1026,"1","4","1","4",1026,665,0,1691,0,0,2,0,3,1,"2",6,"6",1,"3","5",1924,"3",1,308,"5","5","2",0,0,242,0,0,0,"0","0","0",0,5,2010,"8","4",127000
"382",382,20,"1",60,7200,"1","2","3","3","0","4","0","20","2","2","0","2",7,5,2006,2006,"1","1","12","13","2",0,"2","4","2","3","2","4","6",0,"6",0,1293,1293,"1","0","1","4",1301,0,0,1301,1,0,2,0,2,1,"2",5,"6",1,"3","1",2006,"2",2,572,"5","5","2",216,121,0,0,0,0,"0","0","0",0,8,2006,"6","5",187750
"383",383,60,"3",79,9245,"1","0","0","3","0","4","0","5","2","2","0","5",7,5,2006,2006,"1","1","12","13","2",0,"2","4","2","3","4","0","6",0,"6",0,939,939,"1","0","1","4",939,858,0,1797,0,0,2,1,3,1,"2",8,"6",0,"0","1",2006,"2",2,639,"5","5","2",144,53,0,0,0,0,"0","0","0",0,4,2007,"8","4",213500
"384",384,45,"2",60,9000,"1","0","3","3","0","0","0","19","2","2","0","1",6,3,1928,1950,"1","1","13","14","2",0,"3","4","0","2","1","4","6",0,"6",0,784,784,"1","4","0","0",784,0,0,784,0,0,1,0,2,1,"3",5,"6",0,"0","5",1950,"3",2,360,"2","2","0",0,0,91,0,0,0,"0","0","0",0,10,2009,"8","4",76000
"386",386,120,"3",43,3182,"1","0","3","3","0","4","0","0","2","2","4","2",8,5,2004,2005,"1","1","12","13","1",16,"2","4","2","3","4","4","3",24,"6",0,1232,1256,"1","0","1","4",1269,0,0,1269,0,0,2,0,2,1,"2",6,"6",1,"5","1",2004,"1",2,430,"5","5","2",146,20,0,0,144,0,"0","0","0",0,4,2010,"8","4",192000
"388",388,80,"3",72,7200,"1","0","3","3","0","4","0","7","2","2","0","7",6,6,1976,1976,"3","1","8","8","1",255,"3","4","1","4","4","0","0",631,"6",0,410,1041,"1","0","1","4",1125,0,0,1125,1,0,1,0,3,1,"3",6,"6",1,"2","5",1977,"3",1,352,"5","5","2",296,0,0,0,0,0,"0","2","0",0,10,2009,"8","0",125000
"389",389,20,"3",93,9382,"1","0","0","3","0","1","0","5","2","2","0","2",7,5,1999,2000,"1","1","12","13","1",125,"2","4","2","3","4","4","6",0,"6",0,1468,1468,"1","0","1","4",1479,0,0,1479,0,0,2,0,3,1,"2",6,"6",0,"0","1",1999,"2",2,577,"5","5","2",120,25,0,0,0,0,"0","0","0",0,7,2008,"8","4",191000
"390",390,60,"3",96,12474,"1","0","3","3","0","4","0","15","2","2","0","5",10,5,2007,2008,"1","1","12","13","3",272,"0","4","2","1","4","0","3",1280,"6",0,402,1682,"1","0","1","4",1742,590,0,2332,1,0,2,1,3,1,"0",9,"6",1,"1","3",2008,"1",3,846,"5","5","2",196,134,0,0,0,0,"0","0","0",0,8,2008,"6","5",426000
"391",391,50,"3",50,8405,"1","1","3","3","0","4","0","7","2","2","0","0",5,8,1900,1950,"1","1","8","8","2",0,"3","4","0","4","2","4","5",241,"1",391,229,861,"1","0","1","4",961,406,0,1367,1,0,1,0,4,1,"3",7,"6",0,"0","5",1978,"3",1,384,"5","5","2",0,130,112,0,0,0,"0","3","0",0,4,2008,"8","4",119000
"392",392,60,"3",71,12209,"1","0","0","3","0","1","0","11","2","2","0","5",6,5,2001,2002,"1","1","12","13","2",0,"3","4","2","1","4","4","0",690,"6",0,114,804,"1","0","1","4",804,1157,0,1961,1,0,2,1,3,1,"2",7,"6",1,"5","3",2001,"1",2,560,"5","5","2",125,192,0,0,0,0,"0","0","0",0,6,2009,"8","4",215000
"395",395,50,"3",60,10134,"1","0","3","3","0","4","0","17","2","2","0","0",5,6,1940,1950,"1","1","8","8","2",0,"3","4","1","4","4","4","6",0,"6",0,735,735,"1","2","1","0",735,299,0,1034,0,0,1,0,2,1,"3",5,"6",0,"0","5",1940,"3",1,240,"5","5","2",0,39,0,0,0,0,"0","0","0",0,7,2007,"8","4",109000
"396",396,20,"3",68,9571,"1","0","3","3","0","4","0","7","2","2","0","2",5,6,1956,1956,"1","1","13","14","2",0,"3","4","1","4","4","0","1",739,"6",0,405,1144,"1","4","1","4",1144,0,0,1144,1,0,1,0,3,1,"3",6,"6",0,"0","1",1956,"3",1,596,"5","5","2",44,0,0,0,0,0,"0","0","0",0,6,2010,"8","4",129000
"397",397,20,"3",60,7200,"1","0","3","2","0","4","0","5","2","2","0","2",5,5,1972,1972,"3","1","8","8","2",0,"3","4","1","4","4","0","5",777,"6",0,117,894,"1","4","1","4",894,0,0,894,0,0,1,0,2,1,"3",6,"6",0,"0","5",1985,"2",2,600,"5","5","2",215,0,0,0,0,0,"0","0","0",0,9,2009,"8","4",123000
"398",398,60,"3",69,7590,"1","0","3","3","0","4","0","12","4","2","0","5",5,5,1962,1962,"1","1","12","13","1",288,"3","4","1","4","4","4","0",540,"6",0,324,864,"1","4","1","4",876,936,0,1812,0,0,2,0,4,1,"3",8,"6",1,"5","1",1962,"2",1,264,"5","5","2",0,168,0,0,0,0,"0","0","0",0,7,2007,"8","4",169500
"399",399,30,"4",60,8967,"1","0","3","3","0","0","0","9","2","2","0","2",5,2,1920,1950,"1","1","8","8","2",0,"3","1","0","2","3","4","6",0,"6",0,961,961,"1","2","1","3",1077,0,0,1077,0,0,1,0,2,1,"3",6,"1",0,"0","5",1920,"3",1,338,"4","4","0",0,0,0,0,0,0,"0","0","0",0,11,2007,"8","0",67000
"400",400,60,"1",65,8125,"1","0","3","3","0","4","0","20","2","2","0","5",7,5,2006,2007,"1","1","5","5","3",100,"2","4","2","3","4","4","3",812,"6",0,280,1092,"1","0","1","4",1112,438,0,1550,1,0,2,0,2,1,"2",7,"6",0,"0","1",2007,"1",2,438,"5","5","2",0,168,0,0,0,0,"0","0","0",0,10,2009,"8","4",241000
"401",401,120,"3",38,14963,"1","0","1","3","0","4","0","24","2","2","4","2",8,5,1996,1996,"1","1","3","3","2",0,"2","4","2","3","4","4","3",786,"6",0,474,1260,"1","0","1","4",1288,0,0,1288,1,0,1,1,1,1,"0",4,"6",2,"3","1",1996,"1",2,500,"5","5","2",120,30,0,0,224,0,"0","0","0",0,12,2008,"8","4",245500
"402",402,20,"3",65,8767,"1","0","0","3","0","4","0","5","2","2","0","2",7,5,2005,2005,"1","1","12","13","2",0,"2","4","2","3","4","0","3",24,"6",0,1286,1310,"1","0","1","4",1310,0,0,1310,0,0,2,0,3,1,"2",6,"6",1,"3","1",2005,"1",2,400,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2006,"6","5",164990
"403",403,30,"3",60,10200,"1","0","3","3","0","4","0","18","2","2","0","2",5,8,1940,1997,"1","1","13","14","2",0,"3","4","2","4","4","4","6",0,"6",0,672,672,"1","0","1","4",672,0,0,672,0,0,1,0,2,1,"3",4,"6",0,"0","5",1940,"3",1,240,"5","5","0",168,0,0,0,0,0,"0","1","0",0,8,2008,"8","4",108000
"404",404,60,"3",93,12090,"1","0","3","3","0","0","0","13","2","2","0","5",8,5,1998,1998,"3","1","12","13","1",650,"2","4","2","3","4","4","6",0,"6",0,1141,1141,"1","2","1","4",1165,1098,0,2263,0,0,2,1,4,1,"2",10,"6",1,"5","3",1998,"1",2,420,"5","5","2",144,123,0,0,0,0,"0","0","0",0,7,2006,"8","0",258000
"407",407,50,"3",51,10480,"1","0","3","3","0","4","0","22","2","2","0","0",6,5,1936,1950,"1","1","8","8","2",0,"3","4","0","4","4","4","6",0,"6",0,1064,1064,"1","0","1","0",1166,0,473,1639,0,0,1,0,3,1,"3",6,"1",0,"0","5",1936,"3",1,240,"5","5","2",0,0,0,0,0,0,"0","0","0",0,3,2008,"8","4",115000
"408",408,70,"3",63,15576,"1","0","3","3","0","4","0","6","2","2","0","5",6,7,1915,1976,"1","1","13","10","2",0,"3","4","0","3","4","4","6",0,"6",0,840,840,"1","0","1","4",840,840,0,1680,0,0,2,0,4,1,"3",8,"6",0,"0","1",1960,"3",1,308,"5","5","2",0,0,160,0,0,0,"0","0","0",0,3,2008,"8","4",177000
"409",409,60,"3",109,14154,"1","0","3","3","0","0","0","15","2","2","0","5",7,5,2006,2006,"1","1","12","13","1",350,"2","4","2","1","2","4","6",0,"6",0,1063,1063,"1","0","1","4",1071,1101,0,2172,0,0,2,1,3,1,"2",9,"6",1,"3","1",2006,"2",3,947,"5","5","2",192,62,0,0,0,0,"0","0","0",0,8,2007,"6","5",280000
"410",410,60,"1",85,10800,"1","0","3","3","0","4","0","20","2","2","0","5",8,5,2007,2008,"1","1","12","13","3",100,"2","4","2","1","4","4","3",789,"6",0,245,1034,"1","0","1","4",1050,1028,0,2078,1,0,2,1,3,1,"0",8,"6",1,"3","1",2008,"1",3,836,"5","5","2",0,102,0,0,0,0,"0","0","0",0,4,2008,"6","5",339750
"411",411,20,"3",68,9571,"1","0","3","3","0","4","0","7","2","2","0","2",5,3,1958,1958,"1","1","2","2","2",0,"3","1","1","4","1","4","6",0,"6",0,1276,1276,"1","4","1","0",1276,0,0,1276,0,0,1,0,3,1,"3",5,"4",0,"0","1",1958,"3",1,350,"5","5","2",0,0,0,0,0,0,"0","0","0",0,6,2009,"0","0",60000
"412",412,190,"3",100,34650,"1","0","3","0","0","4","0","8","2","2","1","2",5,5,1955,1955,"3","1","13","14","2",0,"3","4","1","4","4","3","5",1056,"6",0,0,1056,"1","4","0","4",1056,0,0,1056,1,0,1,0,3,1,"3",5,"6",0,"0","1",1955,"1",2,572,"5","5","2",264,0,0,0,0,0,"0","0","0",0,1,2006,"8","4",145000
"414",414,30,"4",56,8960,"1","1","3","3","0","4","0","17","0","2","0","2",5,6,1927,1950,"1","1","14","15","2",0,"3","4","1","4","4","4","6",0,"6",0,1008,1008,"1","2","1","0",1028,0,0,1028,0,0,1,0,2,1,"3",5,"6",1,"3","5",1927,"3",2,360,"5","5","2",0,0,130,0,0,0,"0","0","0",0,3,2010,"8","4",115000
"415",415,60,"3",59,11228,"1","0","1","3","0","1","0","19","2","2","0","5",7,5,1993,1993,"1","1","12","13","2",0,"2","4","2","3","4","4","1",50,"3",531,499,1080,"1","0","1","4",1080,1017,0,2097,0,1,2,1,3,1,"2",9,"6",1,"5","1",1993,"3",3,678,"5","5","2",196,187,0,0,0,0,"0","0","0",0,12,2008,"8","4",228000
"416",416,20,"3",73,8899,"1","0","0","3","0","4","0","8","2","2","0","2",7,5,2007,2007,"1","1","12","13","2",0,"2","4","2","3","4","0","3",24,"6",0,1316,1340,"1","0","1","4",1340,0,0,1340,0,0,2,0,3,1,"2",6,"6",0,"0","1",2007,"1",2,396,"5","5","2",100,30,0,0,0,0,"0","0","0",0,8,2007,"6","5",181134
"417",417,60,"3",74,7844,"1","0","3","3","0","4","0","18","2","2","0","5",6,7,1978,1978,"3","1","6","6","1",203,"3","4","1","4","4","4","0",209,"6",0,463,672,"1","4","1","4",672,728,0,1400,0,0,1,1,3,1,"3",6,"6",1,"5","1",1978,"1",2,440,"5","5","2",0,0,0,0,0,0,"0","0","0",0,3,2006,"8","4",149500
"418",418,70,"3",86,22420,"1","0","0","3","0","4","0","6","1","2","0","5",6,6,1918,1950,"3","1","13","12","2",0,"3","4","0","3","4","4","1",1128,"6",0,242,1370,"2","4","0","0",1370,1254,0,2624,1,0,2,1,4,1,"3",10,"6",1,"3","5",1918,"3",3,864,"5","5","0",0,0,0,0,0,0,"0","0","0",0,11,2007,"8","4",239000
"419",419,50,"3",60,8160,"1","0","3","3","0","4","0","7","2","2","0","0",5,6,1940,1950,"1","1","8","8","2",0,"3","4","0","4","4","4","0",312,"6",0,444,756,"1","1","0","1",756,378,0,1134,1,0,1,1,3,1,"3",7,"6",0,"0","5",1940,"3",1,240,"5","5","1",0,0,0,0,0,0,"0","0","0",0,4,2007,"8","1",126000
"420",420,20,"3",65,8450,"1","0","3","3","0","4","0","12","2","2","0","2",5,6,1968,1968,"1","1","12","13","2",0,"3","4","1","4","4","4","1",775,"6",0,281,1056,"1","0","1","4",1056,0,0,1056,1,0,1,0,3,1,"3",6,"6",1,"2","1",1968,"3",1,304,"5","5","2",0,85,184,0,0,0,"0","0","0",0,7,2010,"8","4",142000
"421",421,90,"4",78,7060,"1","0","3","3","0","4","0","11","2","2","2","6",7,5,1997,1998,"1","1","12","13","1",200,"3","2","2","3","2","2","3",1309,"6",0,35,1344,"1","0","1","4",1344,0,0,1344,2,0,2,0,2,2,"3",8,"6",0,"0","1",1997,"1",4,784,"5","5","2",0,0,0,0,0,0,"0","0","0",0,11,2008,"8","2",206300
"423",423,20,"3",100,21750,"1","0","3","1","0","4","1","11","0","2","0","2",5,5,1954,1954,"3","1","6","6","2",0,"3","4","1","4","4","4","6",0,"6",0,988,988,"1","0","1","0",988,0,0,988,0,0,1,0,2,1,"3",4,"6",0,"0","1",1954,"2",2,520,"5","5","0",0,0,0,0,0,0,"0","0","0",0,2,2008,"8","4",113000
"424",424,60,"3",80,9200,"1","0","3","3","0","4","0","13","2","2","0","5",8,5,1998,1998,"1","1","12","13","1",473,"2","4","2","3","4","4","3",986,"6",0,484,1470,"1","2","1","4",1470,1160,0,2630,1,0,2,1,4,1,"2",8,"6",1,"5","1",1998,"1",3,696,"5","5","2",0,66,0,0,0,0,"0","0","0",0,6,2008,"8","4",315000
"425",425,20,"3",72,9000,"1","0","3","3","0","4","0","12","2","2","0","2",6,5,1956,1956,"1","1","13","14","1",74,"3","4","1","3","4","4","4",616,"6",0,580,1196,"1","2","1","0",1196,0,0,1196,1,0,1,0,2,1,"3",6,"6",1,"3","1",1956,"2",1,297,"5","5","2",0,44,0,0,0,0,"0","0","0",0,5,2008,"8","4",139000
"426",426,60,"4",60,3378,"1","1","3","1","0","4","0","17","2","2","0","5",7,8,1946,1992,"1","1","6","6","2",0,"3","2","1","4","4","4","6",0,"6",0,651,651,"1","2","1","4",707,682,0,1389,0,0,1,1,3,1,"3",6,"6",2,"3","5",1947,"3",1,240,"5","5","1",0,0,126,0,0,0,"0","0","0",0,9,2009,"8","4",135000
"428",428,20,"3",77,8593,"1","0","0","3","0","4","0","12","2","2","0","2",4,6,1957,1957,"3","1","8","8","2",0,"3","4","1","4","4","4","5",288,"6",0,619,907,"1","0","1","4",907,0,0,907,0,0,1,0,3,1,"3",5,"6",0,"0","5",1964,"3",1,352,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2008,"8","4",109008
"429",429,20,"3",64,6762,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2007,2007,"1","1","12","13","1",108,"2","4","2","3","4","4","3",664,"6",0,544,1208,"1","0","1","4",1208,0,0,1208,1,0,2,0,2,1,"2",6,"6",0,"0","1",2007,"2",2,628,"5","5","2",105,54,0,0,0,0,"0","0","0",0,9,2007,"6","5",195400
"430",430,20,"3",130,11457,"1","0","0","3","0","0","0","23","2","2","0","2",6,5,1988,1988,"1","1","6","6","2",0,"3","4","1","3","4","3","3",1005,"6",0,387,1392,"1","4","1","4",1412,0,0,1412,1,0,2,0,3,1,"2",6,"6",1,"5","1",1988,"3",2,576,"5","5","2",0,0,169,0,0,0,"0","0","0",0,3,2009,"8","4",175000
"431",431,160,"4",21,1680,"1","0","3","3","0","4","0","2","2","2","3","5",6,5,1971,1971,"1","1","6","6","1",232,"3","4","1","4","4","4","0",387,"6",0,96,483,"1","4","1","4",483,504,0,987,0,0,1,1,2,1,"3",4,"6",0,"0","5",1971,"3",1,264,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2008,"0","0",85400
"433",433,160,"4",24,1920,"1","0","3","3","0","4","0","2","2","2","4","5",5,5,1971,1971,"1","1","6","6","1",376,"3","4","1","4","4","4","0",471,"6",0,294,765,"1","0","1","4",765,600,0,1365,1,0,1,1,2,1,"3",6,"2",0,"0","5",1971,"3",2,440,"5","5","2",240,36,0,0,0,0,"0","0","0",0,8,2007,"8","4",122500
"434",434,60,"3",100,10839,"1","0","0","3","0","0","0","8","2","2","0","5",6,5,1997,1998,"1","1","12","13","2",0,"3","4","2","3","4","4","6",0,"6",0,926,926,"1","0","1","4",926,678,0,1604,0,0,2,1,3,1,"3",7,"6",1,"5","1",1997,"1",2,470,"5","5","2",0,36,0,0,0,0,"0","0","0",0,7,2008,"8","4",181000
"436",436,60,"3",43,10667,"1","0","1","3","0","1","0","5","4","2","0","5",7,6,1996,1996,"1","1","12","13","2",0,"2","4","2","3","4","0","3",385,"0",344,70,799,"1","0","1","4",827,834,0,1661,1,0,2,1,3,1,"2",6,"6",1,"5","1",1996,"2",2,550,"5","5","2",158,61,0,0,0,0,"0","0","0",0,4,2009,"4","4",212000
"437",437,50,"4",40,4400,"1","0","3","3","0","4","0","17","2","2","0","0",6,8,1920,1950,"1","1","11","12","2",0,"3","4","0","2","4","4","6",0,"6",0,648,648,"1","4","1","0",734,384,0,1118,0,0,1,0,2,1,"3",6,"6",0,"0","5",1990,"3",2,440,"5","5","2",0,0,0,0,0,0,"0","0","0",0,10,2006,"8","4",116000
"438",438,45,"4",50,6000,"1","0","3","3","0","4","0","3","2","2","0","1",6,7,1926,2004,"1","1","13","14","2",0,"2","4","2","4","4","4","6",0,"6",0,884,884,"1","2","1","4",904,0,0,904,0,0,1,0,2,1,"3",4,"6",0,"0","5",1926,"3",1,180,"5","5","2",0,0,105,0,0,0,"0","0","0",0,1,2009,"8","4",119000
"439",439,30,"3",40,4280,"1","0","3","3","0","4","0","6","2","2","0","2",5,6,1913,2002,"1","1","14","12","2",0,"3","4","2","4","4","4","4",365,"6",0,75,440,"1","4","0","4",694,0,0,694,0,0,1,0,2,1,"2",4,"6",1,"3","5",1990,"3",1,352,"3","5","1",0,0,34,0,0,0,"0","3","0",0,3,2007,"8","4",90350
"440",440,50,"3",67,12354,"1","1","3","3","0","0","0","7","2","2","0","0",6,8,1920,2000,"1","1","13","14","2",0,"3","4","0","4","1","3","6",0,"6",0,684,684,"1","2","1","4",684,512,0,1196,0,0,1,0,3,1,"2",7,"6",0,"0","5",2005,"3",2,528,"5","5","2",0,46,0,0,0,0,"0","1","3",800,8,2009,"3","4",110000
"441",441,20,"3",105,15431,"1","0","3","3","0","4","0","15","2","2","0","2",10,5,2008,2008,"3","1","12","13","3",200,"0","4","2","1","4","2","3",1767,"0",539,788,3094,"1","0","1","4",2402,0,0,2402,1,0,2,0,2,1,"0",10,"6",2,"3","1",2008,"1",3,672,"5","5","2",0,72,0,0,170,0,"0","0","0",0,4,2009,"8","4",555000
"443",443,50,"4",52,6240,"1","0","3","3","0","4","0","3","2","2","0","0",5,7,1930,1992,"1","1","8","8","2",0,"3","4","2","4","4","4","6",0,"6",0,1078,1078,"1","4","1","4",1128,445,0,1573,0,0,2,0,3,1,"3",8,"6",1,"3","5",1930,"3",2,360,"5","5","1",0,0,0,0,0,0,"0","0","0",0,6,2008,"8","4",162900
"444",444,120,"3",53,3922,"1","0","3","3","0","4","0","0","2","2","4","2",7,5,2006,2007,"1","1","14","15","1",72,"2","4","2","1","4","0","6",0,"6",0,1258,1258,"1","0","1","4",1258,0,0,1258,0,0,2,0,2,1,"2",6,"6",1,"3","1",2007,"1",3,648,"5","5","2",144,16,0,0,0,0,"0","0","0",0,6,2007,"6","5",172500
"445",445,60,"3",70,8750,"1","0","3","3","0","4","0","5","2","2","0","5",7,5,1994,1995,"1","1","12","13","2",0,"2","2","2","3","4","4","3",642,"6",0,273,915,"1","0","1","4",933,975,0,1908,1,0,2,1,4,1,"2",8,"6",1,"5","1",1994,"3",2,493,"5","5","2",144,133,0,0,0,0,"0","0","0",0,7,2008,"8","4",210000
"446",446,20,"3",73,9855,"1","0","3","3","0","0","0","7","2","2","0","2",6,5,1956,1956,"3","1","13","14","2",0,"3","4","1","4","4","4","6",0,"6",0,1436,1436,"1","1","1","4",1689,0,0,1689,0,0,1,0,3,1,"3",7,"6",1,"3","1",1956,"3",2,480,"5","5","2",0,0,0,0,0,0,"0","3","0",0,11,2009,"0","4",127500
"447",447,20,"3",137,16492,"1","0","0","3","0","0","0","12","3","2","0","2",6,6,1966,2002,"1","1","3","10","2",0,"2","4","1","4","4","4","0",247,"5",713,557,1517,"1","0","1","4",1888,0,0,1888,0,0,2,1,2,1,"2",6,"4",1,"3","1",1966,"1",2,578,"5","5","2",0,0,0,0,0,0,"0","0","0",0,6,2010,"8","4",190000
"449",449,50,"4",50,8600,"1","0","3","0","0","4","0","9","2","2","0","0",6,6,1937,1950,"1","1","8","8","2",0,"3","4","0","4","4","4","6",0,"6",0,780,780,"1","4","1","4",780,596,0,1376,0,0,2,0,3,1,"3",7,"6",1,"3","5",1937,"3",1,198,"5","5","0",0,0,0,0,0,0,"0","0","0",0,6,2006,"8","4",119500
